순번,시도본부,119안전센터명,주소,전화번호,FAX,위도,경도
1081,경상남도,삼가119안전센터,경남 합천군 삼가면 삼가로 287,055-930-9317,055-930-9319,35.4084501162534,128.119975589746
1082,경상남도,초계119안전센터,경남 합천군 초계면 양동로 6-16,055-930-9320,055-930-9329,35.5568996138249,128.261649508198
1083,경상남도,합천119안전센터,경남 합천군 합천읍 인덕로 2453,055-930-9301,055-930-9309,35.5728082963192,128.148537456579
1084,제주특별자치도,이도119안전센터,제주 제주시 중앙로 342(이도2동),064-729-0420,064-729-0429,33.4908890396985,126.53665931458
1085,제주특별자치도,삼도119안전센터,제주 제주시 탑동로 101(삼도2동),064-729-0430,064-729-0439,33.5158569747162,126.517102714754
1086,제주특별자치도,오라119안전센터,제주 제주시 서광로2길 24(오라1동),064-729-0450,064-729-0459,33.4950628704737,126.518797238902
1087,제주특별자치도,노형119안전센터,제주 제주시 광평동로 2(노형동),064-729-0470,064-729-0479,33.4810852092011,126.472241811692
1088,제주특별자치도,화북119안전센터,제주 제주시 동화로1길 3(화북1동),064-729-0410,064-729-0419,33.5194277237866,126.573496162919
1089,제주특별자치도,항만119안전센터,제주 제주시 임항로 146(건입동),064-729-0460,064-729-0469,33.5200945592869,126.539070333762
1090,제주특별자치도,외도119안전센터,제주 제주시 통물길 75(외도1동),064-729-0480,064-729-0489,33.4866347253285,126.437508964448
1091,제주특별자치도,아라119안전센터,제주 제주시 사송길 116(영평동),064-729-0400,064-729-0409,33.4680431087031,126.565761919892
1092,제주특별자치도,연동119안전센터,제주 제주시 문송길 14(연동),064-729-0440,046-729-0449,33.4885235309114,126.497113121685
1093,제주특별자치도,동홍119안전센터,제주 서귀포시 서홍로 14,064-762-1119,064-730-7429,33.2491856317167,126.553267787488
1094,제주특별자치도,중문119안전센터,제주 서귀포시 일주서로 669,064-738-0119,064-730-7439,33.2541414874689,126.438011958918
1095,제주특별자치도,효돈119안전센터,제주 서귀포시 일주동로 8234,064-767-2119,064-730-7449,33.2607823704045,126.607759221577
1096,제주특별자치도,대신119안전센터,제주 서귀포시 서호남로 20,064-739-0119,064-730-7419,33.2496395421389,126.514173035751
1097,제주특별자치도,한림119안전센터,제주 제주시 한림읍 한림중앙로 150,064-796-2119,064-795-0419,33.4025227906394,126.270278371374
1098,제주특별자치도,애월119안전센터,제주 제주시 애월읍 일주서로 6513,064-799-3119,064-795-0429,33.4666644100904,126.348761047496
1099,제주특별자치도,한경119안전센터,제주 제주시 한경면 일주서로 4218,064-773-0119,064-795-0449,33.3426136820047,126.18289456791
1100,제주특별자치도,대정119안전센터,제주 제주시 대정읍 일주서로 2717,064-794-1119,064-795-0439,,
1101,제주특별자치도,안덕119안전센터,제주 서귀포시 안덕면 화순서서로 2,064-794-9119,064-795-0459,33.2512032213501,126.330857823546
1102,제주특별자치도,영어교육도시119안전센터,제주 서귀포시 대정읍 에듀시티로 238,064-792-5119,064-795-0469,33.2789362501311,126.273274761791
1103,제주특별자치도,구좌119안전센터,제주 제주시 구좌읍 세화14길 8,064-783-0119,064-780-9429,33.520306207027,126.860089697178
1104,제주특별자치도,남원119안전센터,제주 서귀포시 남원읍 남원체육관로221번길 23,064-764-0119,064-780-9449,33.2814930700222,126.708432427227
1105,제주특별자치도,성산119안전센터,제주 서귀포시 성산읍 일주동로 4120번길 7,064-782-0119,064-780-919,33.4602889421094,126.909648974203
1106,제주특별자치도,조천119안전센터,제주 제주시 조천읍 신북로 337,064-782-6119,064-780-9439,33.5410795156401,126.646877231961
1107,제주특별자치도,표선119안전센터,제주 서귀포시 표선면 표선관정로 39-16,064-787-0119,064-780-9459,33.3271672192491,126.827721998037
1108,창원시,구산119안전센터,경상남도 창원시 마산합포구 구산면 해양관광로 1401,055-249-9451,055-249-9459,35.0916514042775,128.582779640398
1109,창원시,구암119안전센터,경상남도 창원시 마산회원구 팔용로 260,055-249-9422,055-249-9429,35.248318329725,128.599298212327
1110,창원시,남성119안전센터,경상남도 창원시 마산합포구 남성로 114,055-249-9382,055-249-9389,35.2048524966642,128.575157368622
1111,창원시,내서119안전센터,경상남도 창원시 마산회원구 내서읍 중리공단로 104,055-249-9431,055-249-9439,35.2402020292591,128.509684452366
1112,창원시,석전119안전센터,경상남도 창원시 마산회원구 양덕옛1길 62,055-249-9401,055-249-9409,35.2273307402445,128.575588916094
1113,창원시,양봉119안전센터,경상남도 창원시 마산회원구 자유무역1길 22,055-249-9413,055-249-9419,35.2120223205475,128.589000992779
1114,창원시,중앙119안전센터,경상남도 창원시 마산합포구 제2부두로 55,055-249-9361,055-249-9369,35.1981257316247,128.574853549853
1115,창원시,진동119안전센터,경상남도 창원시 마산합포구 진동면 해양관광로 52,055-249-9391,055-249-9399,35.1108807041877,128.489248717589
1116,창원시,진전119안전센터,경상남도 창원시 마산합포구 진전면 삼진의거대로 55-89,055-249-9461,055-249-9469,35.1045304573684,128.426609220785
1117,창원시,호계119안전센터,경상남도 창원시 마산회원구 내서읍 호계본동3길 59-10,055-249-9442,055-249-9449,35.2677183649852,128.520819830236
1118,창원시,가음정119안전센터,경상남도 창원시 성산구 대정로 39,055-211-9372,055-211-9379,35.2078512540519,128.698564219559
1119,창원시,대원119안전센터,경상남도 창원시 성산구 두대로 55번길 11,055-211-9402,055-211-9409,35.2328317744553,128.650827160788
1120,창원시,신월119안전센터,경상남도 창원시 의창구 상남로 165,055-211-9345,055-211-9369,,
1121,창원시,외동119안전센터,경상남도 창원시 성산구 창원대로 786,055-211-9384,055-211-9389,35.2139843712601,128.675893222455
1122,창원시,웅남119안전센터,경상남도 창원시 성산구 봉양로 406,055-211-9462,055-211-9469,35.2077268840801,128.626978758404
1123,창원시,대산119안전센터,경상남도 창원시 의창구 봉강가술로 583,055-225-9412,055-225--9419,35.3334169572778,128.705787629659
1124,창원시,동읍119안전센터,경상남도 창원시 의창구 동읍 동읍로71번길 14-14,055-225-9392,055-225-9399,35.2810610183207,128.682624932743
1125,창원시,봉곡119안전센터,경상남도 창원시 의창구 지귀로 127,055-225-9372,055-225-9379,35.2451653127061,128.658685058488
1126,창원시,북면119안전센터,경상남도 창원시 의창구 북면 감계로110번길 54-36,055-225-9402,055-225-9409,35.3011048795351,128.594902545302
1127,창원시,중동119안전센터,경상남도 창원시 의창구  중동중앙로 119,055-225-9362,055-225-9369,35.2585922483552,128.630969364181
1128,창원시,팔룡119안전센터,경상남도 창원시 의창구 창원대로 204번길 15,055-225-9382,055-225-9389,35.2429116847119,128.622899564933
1129,창원시,대흥119안전센터,경상남도 진해구 백구로 72,055-548-9361,055-548-9369,35.1510381077888,128.65843421276
1130,창원시,용원119안전센터,경상남도 창원시 진해구 용원로 43,055-548-9391,055-548-9399,35.0999023620793,128.814112050876
1131,창원시,웅동119안전센터,경상남도 진해구 남의로 11,055-548-9381,055-548-9389,35.1157976276246,128.78306416174
1132,창원시,이동119안전센터,경상남도 진해구 충장로 434,055-548-9371,055-548-9379,35.1499222659713,128.697434380204
1133,창원시,풍호119안전센터,경상남도 창원시 진해구 진해대로 1101,055-548-9461,055-548-9469,35.131470934474,128.710235537961
